,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,MedianAge,MedianHouseholdIncome,MeanHouseholdIncome,PercentBachDegHghr
331,Orange,Santa Ana,38,7.5,5.5,16.9,12.2,38,7.5,5.2,16.9,11.4,38,7.5,4.7,16.9,11.1,39,7.5,5.0,16.9,12.0,39,7.5,4.8,16.9,11.3,39,7.5,4.8,16.9,10.8,39,7.5,4.9,16.9,11.2,324528,165752,158776,29.1,28.6,29.6,4.37,4.54,28805,99678,207973,45560,32075,21911,48.90,30.70,324528,312857,148838,4856,3260,34138,1016,1982,2512,741,690,23167,4030,976,113,52,545,266,120789,319870,73174,41389,109636,72032,59916,22186,35755,5489,36.4,75422.0,101134.0,36.8
332,Santa Barbara,Santa Barbara,36,8.7,5.8,13.8,9.1,37,8.7,5.5,13.8,8.8,37,8.7,5.4,13.8,8.8,35,8.7,5.0,13.8,9.2,35,8.7,4.7,13.8,7.8,38,8.7,4.6,13.8,7.3,40,8.7,5.1,13.8,8.1,88410,43874,44536,36.8,35.4,38.5,2.45,3.13,4824,16468,67524,23351,17646,12573,50.40,18.60,88410,84933,66411,1420,892,3062,326,901,554,474,335,158,314,116,53,18,18,27,13032,86783,35449,13240,19161,13725,6349,2056,12584,2759,33.5,62779.0,88230.0,31.3
333,Santa Barbara,Santa Barbara Regional Integrated Waste Mgmgt. Reporting Authority,46,7.4,4.7,19.6,12.4,45,7.4,4.5,19.6,11.8,45,7.4,4.0,19.6,11.0,45,7.4,4.0,19.6,12.2,46,7.4,4.0,19.6,10.5,47,7.4,3.7,19.6,9.5,48,7.4,4.1,19.6,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,62779.0,88230.0,31.3
334,Santa Clara,Santa Clara,41,8.2,7.9,9.0,8.4,41,8.2,6.9,9.0,7.2,41,8.2,6.0,9.0,6.6,41,8.2,5.8,9.0,7.0,41,8.2,5.1,9.0,6.0,41,8.2,5.2,9.0,5.9,41,8.2,5.5,9.0,6.0,116468,58810,57658,34.1,33.8,34.4,2.63,3.18,9092,24774,86158,22320,16396,11679,49.50,21.30,116468,110256,52359,3154,579,43889,15890,8176,7222,1731,3506,4498,2866,651,88,116,148,299,9624,113272,43021,21817,30240,22339,8884,2111,9310,2458,36.4,91702.0,120718.0,46.5
335,Santa Clara,Santa Clara-Unincorporated,39,4.0,3.0,13.1,8.7,39,4.0,4.1,13.1,10.1,39,4.0,3.7,13.1,10.9,39,4.0,4.4,13.1,52.7,39,4.0,3.7,13.1,19.4,39,4.0,2.1,13.1,10.8,39,4.0,3.9,13.1,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,91702.0,120718.0,46.5
336,Los Angeles,Santa Clarita,42,5.8,5.1,15.0,13.2,42,5.8,4.5,15.0,11.7,42,5.8,4.0,15.0,11.1,42,5.8,3.8,15.0,12.0,42,5.8,3.8,15.0,10.8,42,5.8,3.8,15.0,10.8,40,5.8,3.9,15.0,12.6,176320,86884,89436,36.2,34.6,37.7,2.94,3.37,11152,46180,122034,35848,25137,16851,50.70,26.20,176320,168107,125005,5623,1013,15025,1401,1419,6063,1053,2937,484,1668,272,85,59,22,106,21169,174910,59507,34126,58745,41582,12185,3723,10347,3618,35.1,55909.0,81416.0,29.7
337,Santa Cruz,Santa Cruz,38,6.8,5.3,14.1,10.9,38,6.8,5.1,14.1,10.4,38,6.8,5.0,14.1,10.7,38,6.8,4.3,14.1,10.3,38,6.8,4.5,14.1,10.3,38,6.8,4.1,14.1,9.8,38,6.8,4.4,14.1,9.5,59946,30047,29899,29.9,29.8,30.0,2.39,2.92,2358,8196,42119,12065,8243,5285,49.90,13.70,59946,56544,44661,1071,440,4591,453,1904,666,401,352,315,500,108,44,10,20,34,5673,51657,21657,7310,9797,7365,2092,571,10801,2181,36.9,66519.0,88776.0,37.0
338,Santa Cruz,Santa Cruz-Unincorporated,49,4.6,3.2,21.7,13.1,49,4.6,2.6,21.7,10.3,49,4.6,2.7,21.7,11.9,49,4.6,2.9,21.7,15.1,49,4.6,2.7,21.7,11.5,49,4.6,2.8,21.7,11.6,49,4.6,2.6,21.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,66519.0,88776.0,37.0
339,Los Angeles,Santa Fe Springs,37,87.3,41.7,27.4,12.0,37,87.3,45.6,27.4,13.3,37,87.3,31.4,27.4,9.9,37,87.3,28.8,27.4,9.3,37,87.3,26.8,27.4,8.4,37,87.3,25.9,27.4,7.8,37,87.3,25.3,27.4,8.1,16223,7819,8404,35.3,32.9,37.3,3.38,3.84,973,4286,11112,3816,2930,2160,51.80,26.40,16223,15538,9514,371,233,677,45,68,259,37,124,72,72,31,4,3,14,10,4712,16030,4747,2354,5720,3216,2390,924,819,312,35.1,55909.0,81416.0,29.7
340,Santa Barbara,Santa Maria,37,7.0,6.4,15.8,13.9,38,7.0,6.1,15.8,13.1,38,7.0,5.0,15.8,11.3,38,7.0,4.6,15.8,12.6,38,7.0,4.4,15.8,11.2,38,7.0,4.3,15.8,11.1,40,7.0,4.7,15.8,11.6,99553,50321,49232,28.6,27.7,29.5,3.66,4.06,9862,31302,62879,16882,12723,9391,49.50,31.40,99553,94513,55983,1656,1818,5054,277,221,3595,289,250,141,281,161,38,38,35,50,29841,98546,26908,14616,33452,24370,14621,5431,8949,1944,33.5,62779.0,88230.0,31.3
341,Los Angeles,Santa Monica,49,10.9,6.4,13.5,7.3,49,10.9,6.5,13.5,7.3,49,10.9,4.9,13.5,5.9,49,10.9,3.6,13.5,4.7,49,10.9,3.1,13.5,3.5,47,10.9,3.5,13.5,3.9,47,10.9,4.6,13.5,5.3,89736,43284,46452,40.4,39.7,41.1,1.87,2.79,3696,12580,74893,24721,18657,13416,51.80,14.00,89736,85751,69663,3526,338,8053,1034,2492,829,1343,1296,281,778,124,31,9,16,68,4047,87610,46917,13092,16068,11754,2949,637,8584,3283,35.1,55909.0,81416.0,29.7
342,Ventura,Santa Paula,38,5.1,5.6,25.9,24.2,39,5.1,4.4,25.9,18.9,40,5.1,3.3,25.9,14.5,40,5.1,3.7,25.9,17.7,40,5.1,3.6,25.9,17.5,42,5.1,3.5,25.9,18.6,42,5.1,3.7,25.9,18.0,29321,14795,14526,31.1,30.1,32.2,3.5,3.85,2541,8722,19091,5835,4357,3099,49.50,29.70,29321,28234,18458,152,460,216,33,39,61,27,20,12,24,24,9,0,0,15,8924,29188,8347,4767,10558,7148,3729,1389,1787,585,36.6,76544.0,98869.0,31.4
343,San Diego,Santee,38,6.5,5.6,23.8,20.7,38,6.5,5.1,23.8,19.3,38,6.5,4.3,23.8,17.5,38,6.5,5.1,23.8,21.6,38,6.5,4.5,23.8,18.7,38,6.5,4.7,23.8,19.0,28,6.5,3.9,23.8,15.5,53413,25823,27590,37.2,35.7,38.6,2.72,3.13,3527,12710,38453,12152,8631,5740,51.70,23.80,53413,50523,44083,1057,409,2044,92,213,971,168,101,255,244,253,52,132,34,35,2677,52447,19306,10304,16345,11293,3395,1187,3097,1254,34.8,62962.0,84889.0,34.6
344,Santa Clara,Saratoga,37,4.2,2.7,19.4,12.1,37,4.2,2.9,19.4,12.6,37,4.2,2.5,19.4,11.3,37,4.2,2.8,19.4,13.9,36,4.2,2.8,19.4,11.4,37,4.2,2.9,19.4,11.3,40,4.2,2.9,19.4,11.7,29926,14634,15292,47.8,47.5,48.0,2.77,3.11,977,7173,22094,10387,8043,6087,51.10,24.00,29926,28861,16125,94,41,12376,2935,6779,221,666,869,455,451,23,9,3,0,11,202,29727,10734,7893,9137,6927,1339,214,624,203,36.4,91702.0,120718.0,46.5
345,Santa Cruz,Scotts Valley,40,8.9,3.8,13.4,5.6,40,8.9,2.4,13.4,3.7,40,8.9,3.3,13.4,5.4,40,8.9,3.8,13.4,7.2,40,8.9,3.8,13.4,6.8,40,8.9,3.7,13.4,6.7,40,8.9,4.0,13.4,7.0,11580,5646,5934,41.7,40.5,42.8,2.55,3.03,623,2863,8205,3115,2270,1575,51.20,24.70,11580,11016,9958,101,57,590,137,166,71,70,67,21,58,18,5,8,2,3,292,11308,4426,2423,3508,2712,333,112,618,249,36.9,66519.0,88776.0,37.0
346,Orange,Seal Beach,38,8.4,6.1,25.7,18.0,38,8.4,4.4,25.7,12.4,38,8.4,5.3,25.7,15.4,38,8.4,4.8,25.7,12.7,38,8.4,5.3,25.7,13.6,38,8.4,5.0,25.7,12.9,38,8.4,5.0,25.7,12.0,24168,10655,13513,57.3,53.5,60.3,1.84,2.65,771,3151,20552,12843,11167,9252,55.90,13.00,24168,23318,20154,279,65,2309,101,444,364,442,522,259,177,58,12,13,24,9,453,23943,13017,4891,4324,2969,636,156,1075,449,36.4,75422.0,101134.0,36.8
347,Monterey,Seaside,46,5.2,4.4,28.0,20.3,46,5.2,4.0,28.0,18.7,46,5.2,3.9,28.0,18.9,48,5.2,3.9,28.0,19.8,47,5.2,3.9,28.0,18.7,47,5.2,3.6,28.0,17.0,47,5.2,3.8,28.0,18.1,33025,16553,16472,30.6,30.1,31.1,3.16,3.57,2929,8923,21806,5662,4061,2845,49.90,27.00,33025,30422,15978,2783,347,3206,160,200,1559,311,341,315,320,529,34,68,88,339,7579,31898,10093,5232,10096,7456,3614,1222,2863,797,33.0,59168.0,79378.0,23.0
348,Fresno,Selma,36,6.8,3.2,21.1,10.0,36,6.8,1.0,21.1,2.8,36,6.8,3.5,21.1,14.7,36,6.8,3.5,21.1,16.7,36,6.8,3.2,21.1,14.7,36,6.8,3.1,21.1,14.4,36,6.8,2.6,21.1,13.3,23219,11628,11591,29.5,28.5,30.6,3.59,3.89,2037,7442,14524,4216,3175,2296,49.90,32.10,23219,22328,12869,284,479,1057,755,48,74,109,5,6,60,9,0,1,1,7,7630,23054,6416,3553,8630,6048,3074,1251,1381,543,30.9,45563.0,63079.0,19.6
349,Kern,Shafter,34,17.2,7.8,72.1,23.6,34,17.2,7.5,72.1,22.3,34,17.2,6.1,72.1,19.5,34,17.2,5.4,72.1,19.8,35,17.2,5.5,72.1,17.4,35,17.2,5.7,72.1,15.5,35,17.2,5.7,72.1,14.1,16988,8725,8263,25.9,25.8,26.0,3.86,4.11,1739,6121,9875,2265,1579,1124,48.60,36.00,16988,16342,8150,219,198,111,39,7,24,2,4,8,27,19,3,9,4,3,7645,16323,4230,2562,6797,5083,1983,942,751,379,30.8,48552.0,64677.0,15.0
350,Shasta,Shasta County Waste Management Agency,37,7.7,5.7,43.1,26.8,37,7.7,4.8,43.1,22.7,37,7.7,3.9,43.1,20.7,37,7.7,4.2,43.1,25.4,37,7.7,4.3,43.1,23.5,37,7.7,4.2,43.1,22.5,37,7.7,5.6,43.1,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,44651.0,59066.0,18.8
351,Sierra,Sierra County Regional Agency,34,2.9,4.0,15.0,19.4,34,2.9,5.1,15.0,25.0,34,2.9,3.6,15.0,19.5,34,2.9,4.7,15.0,29.0,35,2.9,3.7,15.0,18.0,36,2.9,4.1,15.0,19.9,40,2.9,4.5,15.0,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,39009.0,55972.0,18.5
352,Los Angeles,Signal Hill,32,8.9,9.7,8.2,8.7,32,8.9,5.0,8.2,4.8,32,8.9,4.5,8.2,4.6,32,8.9,7.1,8.2,7.8,32,8.9,5.6,8.2,5.9,32,8.9,4.7,8.2,4.7,33,8.9,6.3,8.2,4.7,11016,5434,5582,36.0,35.7,36.4,2.64,3.33,824,2624,7988,2237,1531,912,50.70,23.80,11016,10393,4650,1502,83,2245,97,170,532,86,78,188,1094,135,10,21,84,20,1778,10970,4157,1580,3127,2289,1113,298,993,458,35.1,55909.0,81416.0,29.7
353,Ventura,Simi Valley,42,7.2,6.2,21.8,18.4,42,7.2,4.9,21.8,14.3,42,7.2,4.1,21.8,12.8,42,7.2,4.0,21.8,13.4,42,7.2,3.9,21.8,12.3,42,7.2,3.9,21.8,12.3,42,7.2,4.0,21.8,12.6,124237,61043,63194,37.8,36.7,38.8,3.0,3.33,7547,31036,87980,27690,19608,13177,50.90,25.00,124237,118515,93597,1739,761,11555,3381,1522,2710,662,876,1240,1164,178,67,43,15,53,10685,123577,41237,24824,39975,27264,9076,2871,8465,2266,36.6,76544.0,98869.0,31.4
354,Siskiyou,Siskiyou County Integrated Solid Waste Management Regional Agency,37,4.1,4.2,13.3,13.5,36,4.1,4.1,13.3,13.4,36,4.1,3.7,13.3,12.6,37,4.1,3.8,13.3,14.3,37,4.1,3.7,13.3,13.5,37,4.1,3.6,13.3,13.1,37,4.1,3.4,13.3,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,37709.0,50428.0,23.9
355,San Diego,Solana Beach,46,8.9,7.6,16.7,13.1,46,8.9,6.7,16.7,11.5,46,8.9,5.2,16.7,9.7,46,8.9,6.0,16.7,11.8,46,8.9,5.8,16.7,10.6,46,8.9,5.5,16.7,9.7,46,8.9,6.1,16.7,10.3,12867,6353,6514,43.7,42.3,45.1,2.28,2.85,613,2378,10190,4266,3358,2404,50.60,18.50,12867,12431,11039,60,62,513,67,151,58,106,45,39,47,19,7,2,0,10,738,12867,5650,2730,2886,2217,469,120,1132,367,34.8,62962.0,84889.0,34.6
356,Solano,Solano-Unincorporated,39,7.7,5.5,26.0,19.3,39,7.7,4.4,26.0,15.3,39,7.7,4.1,26.0,14.8,39,7.7,4.9,26.0,24.0,39,7.7,4.6,26.0,15.1,39,7.7,4.3,26.0,13.6,39,7.7,5.5,26.0,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,67177.0,82971.0,24.3
357,Monterey,Soledad,40,2.8,2.5,30.9,23.8,40,2.8,2.3,30.9,19.6,40,2.8,2.2,30.9,18.2,40,2.8,2.3,30.9,21.3,40,2.8,2.1,30.9,16.7,41,2.8,1.9,30.9,15.5,0,,,,,25738,18066,7672,34.9,37.2,28.2,4.27,4.41,1580,5674,19130,3275,2031,1187,29.80,22.00,25738,24986,12625,2945,367,757,14,33,331,10,10,17,342,103,5,16,6,76,8189,15635,3664,2387,6365,4713,2369,846,850,254,33.0,59168.0,79378.0,23.0
358,Santa Barbara,Solvang,45,8.3,7.5,13.6,11.7,44,8.3,6.7,13.6,10.6,44,8.3,5.3,13.6,9.0,44,8.3,5.6,13.6,9.6,44,8.3,5.0,13.6,8.3,44,8.3,5.2,13.6,9.1,44,8.3,5.2,13.6,8.6,5245,2528,2717,45.0,42.8,47.0,2.39,2.97,280,1094,4007,1823,1434,1095,51.80,20.90,5245,5107,4326,38,59,72,11,13,8,13,10,5,12,1,1,0,0,0,611,5190,2173,1081,1338,993,316,88,282,138,33.5,62779.0,88230.0,31.3
359,Sonoma,Sonoma County Waste Management Agency,44,7.1,5.0,18.3,12.6,44,7.1,4.5,18.3,11.3,44,7.1,3.9,18.3,10.6,44,7.1,4.1,18.3,12.5,44,7.1,3.6,18.3,10.2,44,7.1,3.4,18.3,9.7,44,7.1,3.6,18.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,63356.0,83823.0,32.2
360,Tuolumne,Sonora,38,7.8,6.7,7.0,5.9,39,7.8,6.2,7.0,5.3,39,7.8,5.9,7.0,5.3,38,7.8,6.4,7.0,6.9,39,7.8,5.8,7.0,5.9,39,7.8,5.5,7.0,5.5,39,7.8,3.8,7.0,3.5,4903,2363,2540,39.7,37.1,42.3,2.1,2.77,275,975,3706,1487,1127,812,51.80,19.90,4903,4696,4402,24,95,79,18,25,9,7,3,3,14,12,3,2,0,7,84,4613,2199,689,1105,853,174,70,446,204,48.0,48426.0,62918.0,19.5
361,Los Angeles,South El Monte,32,19.2,11.5,24.0,14.3,32,19.2,8.9,24.0,11.0,32,19.2,7.7,24.0,10.4,32,19.2,8.0,24.0,10.6,32,19.2,6.8,24.0,8.9,33,19.2,7.5,24.0,9.6,33,19.2,8.3,24.0,10.6,20116,10152,9964,30.4,29.4,31.8,4.39,4.45,1694,6041,13059,3450,2480,1796,49.50,30.00,20116,19434,10136,107,250,2211,18,1113,89,30,12,767,182,12,2,1,2,7,6718,20059,4569,2554,7050,4144,4210,1623,1676,350,35.1,55909.0,81416.0,29.7
362,El Dorado,South Lake Tahoe,35,9.4,11.2,24.4,27.5,36,9.4,10.7,24.4,27.0,37,9.4,8.7,24.4,22.7,39,9.4,8.7,24.4,24.0,39,9.4,9.4,24.4,23.2,39,9.4,8.6,24.4,20.0,39,9.4,8.8,24.4,21.3,21403,11383,10020,35.6,35.0,36.2,2.36,3.06,1349,4400,16041,4855,3258,2096,46.80,20.60,21403,20602,15733,182,232,1186,96,114,828,63,35,18,32,39,25,9,2,3,3230,21034,8918,3100,5132,3838,1394,431,2490,924,44.1,69297.0,90247.0,32.0
363,Los Angeles,South Pasadena,37,4.4,4.4,15.8,14.4,37,4.4,3.5,15.8,11.6,37,4.4,3.3,15.8,11.6,37,4.4,3.2,15.8,12.6,38,4.4,3.3,15.8,13.2,38,4.4,3.6,15.8,15.1,38,4.4,3.7,15.8,15.9,25619,12160,13459,40.1,39.2,40.8,2.43,3.06,1325,5998,18911,6241,4500,3104,52.50,23.40,25619,24204,13922,771,107,7973,329,4022,491,793,1641,171,526,9,4,2,0,3,1422,25456,10467,4904,7626,5698,1096,241,1363,608,35.1,55909.0,81416.0,29.7
364,San Mateo,South San Francisco,44,6.9,7.8,9.0,9.5,44,6.9,7.6,9.0,9.6,44,6.9,6.2,9.0,8.4,44,6.9,6.2,9.0,8.8,44,6.9,6.0,9.0,8.7,45,6.9,6.3,9.0,9.2,45,6.9,6.4,9.0,9.5,63632,31435,32197,38.1,36.5,39.7,3.01,3.45,3924,13787,47470,15953,11891,8329,50.60,21.70,63632,59782,23760,1625,395,23293,989,6952,12829,429,374,395,1325,1111,69,32,340,670,9598,63053,20938,11165,18668,11476,7780,1992,4502,1270,39.3,88202.0,126129.0,44.4
365,Stanislaus,Stanislaus County Regional Solid Waste Planning Agency,48,6.3,5.0,21.2,15.9,48,6.3,3.9,21.2,12.2,48,6.3,3.3,21.2,11.1,48,6.3,3.9,21.2,16.0,48,6.3,3.5,21.2,12.5,49,6.3,3.4,21.2,12.0,49,6.3,3.5,21.2,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,49297.0,65123.0,16.4
366,Orange,Stanton,37,6.7,5.8,35.1,31.2,38,6.7,5.6,35.1,29.7,41,6.7,5.3,35.1,30.7,40,6.7,8.2,35.1,51.4,40,6.7,5.3,35.1,31.6,41,6.7,5.1,35.1,31.7,42,6.7,6.0,35.1,35.5,38186,18899,19287,33.0,31.7,34.3,3.5,3.9,3028,10566,25834,7266,5365,3814,50.50,27.70,38186,36576,16991,858,405,8831,195,332,1179,205,751,5532,637,217,32,33,90,62,9274,37836,10825,5551,12504,8265,5711,1899,3245,719,36.4,75422.0,101134.0,36.8
367,San Joaquin,Stockton,48,6.9,5.7,21.0,16.8,48,6.9,5.1,21.0,15.3,48,6.9,4.3,21.0,13.9,48,6.9,4.4,21.0,15.9,48,6.9,4.3,21.0,14.4,50,6.9,4.1,21.0,14.0,50,6.9,4.3,21.0,14.6,291707,142925,148782,30.8,29.4,32.2,3.16,3.69,24593,87338,188393,58154,42337,29252,51.00,29.90,291707,271548,108044,35548,3086,62716,4735,5188,21133,1362,638,6044,23616,1822,178,250,424,970,60332,285973,90605,41481,100084,72074,35243,13296,18560,7843,32.9,53380.0,70435.0,18.1
368,Solano,Suisun City,35,4.9,3.7,32.8,32.8,35,4.9,3.3,32.8,29.3,35,4.9,2.4,32.8,22.9,35,4.9,2.5,32.8,30.4,35,4.9,2.2,32.8,24.6,35,4.9,2.1,32.8,23.5,36,4.9,2.2,32.8,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,67177.0,82971.0,24.3
369,Santa Clara,Sunnyvale,37,5.0,4.0,8.3,6.3,37,5.0,4.0,8.3,6.5,37,5.0,3.5,8.3,6.0,37,5.0,3.3,8.3,6.3,38,5.0,3.4,8.3,5.8,38,5.0,3.5,8.3,6.0,38,5.0,3.5,8.3,6.3,140081,70560,69521,35.6,35.1,36.3,2.61,3.15,11253,31435,105138,29099,21771,15656,49.60,22.40,140081,133725,60193,2735,662,57320,21737,17395,6599,2985,2996,3030,2578,638,66,77,188,307,12177,139232,53384,28583,37503,28751,10362,2257,9400,2743,36.4,91702.0,120718.0,46.5
370,Kern,Taft,35,11.0,6.5,31.0,16.0,35,11.0,6.1,31.0,14.9,35,11.0,5.2,31.0,12.7,34,11.0,4.9,31.0,13.8,34,11.0,4.8,31.0,12.7,34,11.0,5.5,31.0,14.2,34,11.0,5.7,31.0,14.8,9327,6071,3256,34.9,35.2,33.5,2.83,3.32,538,1844,7026,1619,1163,785,34.90,19.80,9327,9083,7388,396,118,93,14,21,17,3,6,9,23,65,12,1,46,6,1023,6372,2254,1119,2019,1555,542,248,438,185,30.8,48552.0,64677.0,15.0
371,Kern,Tehachapi,34,9.2,6.7,50.9,33.0,34,9.2,7.0,50.9,33.6,34,9.2,6.0,50.9,30.0,34,9.2,5.3,50.9,31.1,36,9.2,5.5,50.9,31.0,36,9.2,5.6,50.9,30.1,36,9.2,5.6,50.9,28.8,14414,10109,4305,34.4,34.0,36.0,2.72,3.34,752,2599,11282,2280,1682,1267,29.90,18.00,14414,13913,9426,1297,206,238,27,13,88,20,23,32,35,21,7,5,7,2,2725,8487,3121,1504,2897,2300,527,251,438,212,30.8,48552.0,64677.0,15.0
372,Tehama,Tehama County Sanitary Landfill Regional Agency,36,4.4,4.3,16.2,15.5,36,4.4,3.9,16.2,14.5,36,4.4,3.6,16.2,14.2,36,4.4,3.6,16.2,16.4,36,4.4,4.0,16.2,16.4,37,4.4,3.6,16.2,15.1,37,4.4,3.9,16.2,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,41924.0,54024.0,13.5
373,Riverside,Temecula,41,7.5,6.0,13.2,11.5,41,7.5,4.8,13.2,10.1,40,7.5,4.2,13.2,10.2,40,7.5,4.4,13.2,11.1,40,7.5,4.1,13.2,10.4,41,7.5,4.2,13.2,10.4,41,7.5,4.1,13.2,10.3,100097,49002,51095,33.4,32.2,34.5,3.15,3.46,7053,30690,65071,16535,11483,7805,51.00,30.70,100097,94152,70880,4132,1079,9765,478,794,5494,384,859,581,1175,368,73,167,76,52,7928,99968,31781,20483,36753,28150,6380,2083,4571,1649,33.9,56529.0,73752.0,20.5
374,Los Angeles,Temple City,28,6.5,4.9,47.2,33.6,28,6.5,4.3,47.2,28.9,28,6.5,3.9,47.2,27.9,28,6.5,3.6,47.2,25.6,28,6.5,3.7,47.2,24.3,28,6.5,3.6,47.2,23.9,28,6.5,3.7,47.2,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,55909.0,81416.0,29.7
375,Ventura,Thousand Oaks,39,7.5,6.7,14.8,12.5,39,7.5,5.6,14.8,10.9,39,7.5,4.6,14.8,9.5,40,7.5,4.5,14.8,9.7,43,7.5,4.4,14.8,9.2,44,7.5,4.5,14.8,9.1,44,7.5,4.5,14.8,9.2,126683,61989,64694,41.5,40.2,42.8,2.73,3.15,6615,30076,91621,34994,26443,18564,51.10,23.70,126683,121931,101702,1674,497,11043,2518,3794,1324,916,1097,514,880,146,66,14,22,44,6869,124941,45836,27206,38049,27699,6587,1851,7263,2045,36.6,76544.0,98869.0,31.4
376,San Joaquin,Tracy,42,7.9,7.9,32.6,31.5,42,7.9,6.4,32.6,25.7,43,7.9,4.7,32.6,20.9,43,7.9,4.5,32.6,22.6,43,7.9,4.4,32.6,20.5,43,7.9,4.5,32.6,20.1,43,7.9,4.7,32.6,20.0,82922,41107,41815,32.3,31.1,33.3,3.4,3.72,6600,26668,52582,12614,8730,5750,50.40,32.20,82922,76541,43724,5953,715,12229,3088,1066,5319,239,245,889,1383,747,113,140,172,322,13173,82606,24331,15122,30988,23450,8174,2782,3991,1685,32.9,53380.0,70435.0,18.1
377,Humboldt,Trinidad,38,8.2,2.3,9.7,2.4,38,8.2,5.3,9.7,5.6,38,8.2,7.8,9.7,7.6,38,8.2,4.5,9.7,17.4,38,8.2,8.0,9.7,27.9,38,8.2,5.3,9.7,16.0,39,8.2,6.7,9.7,6.0,367,182,185,45.9,48.3,45.3,1.96,2.64,13,60,296,142,113,71,50.40,16.30,367,352,331,2,15,2,0,1,0,0,1,0,0,1,0,1,0,0,1,366,187,64,71,55,9,4,35,23,37.5,41426.0,56127.0,27.5
378,Trinity,Trinity-Unincorporated,25,3.6,3.2,17.6,15.6,25,3.6,3.0,17.6,14.7,25,3.6,3.0,17.6,16.0,29,3.6,2.9,17.6,18.2,28,3.6,3.1,17.6,16.4,30,3.6,3.0,17.6,15.7,30,3.6,3.4,17.6,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,36890.0,51299.0,21.3
379,Nevada,Truckee,40,10.7,6.0,26.1,13.5,40,10.7,5.9,26.1,13.5,40,10.7,5.1,26.1,12.6,40,10.7,5.6,26.1,15.0,40,10.7,5.5,26.1,13.9,40,10.7,5.7,26.1,13.9,40,10.7,5.0,26.1,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,57353.0,75824.0,32.3
380,Tuolumne,Tuolumne-Unincorporated,39,4.1,4.5,17.7,18.5,39,4.1,4.0,17.7,16.6,39,4.1,3.8,17.7,16.6,39,4.1,3.7,17.7,19.5,41,4.1,3.5,17.7,16.2,41,4.1,3.4,17.7,15.3,41,4.1,3.6,17.7,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,48426.0,62918.0,19.5
